Order,Vital Records Form,Form URL,Form Element,IG,Mapping Profile,Profile,Field,Context,Questionnaire,QuestionnaireField,Notes/Questions
5-089,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,24. Total Number of Prenatal Visits For This Pregnancy,VRCPL,Observation-number-prenatal-visits,Observation-number-prenatal-visits-vr,,,,,
5-090,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,25. Mother’s Height,VRCPL,Observation-mother-height,Observation-mother-height-vr,,,,,
5-091,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,26. Mother’s Prepregnancy Weight,VRCPL,Observation-mother-prepregnancy-weight,Observation-mother-prepregnancy-weight-vr,,,,,
5-092,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,27. Mother’s Weight at Delivery,not implemented,not implemented,not implemented,,,,,See NA tab row 27
5-093,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,28. Did Mother Get WIC Food For Herself During This Pregnancy?,BFDR,Observation-mother-received-wic-food,Observation-mother-received-wic-food,,,,,
5-095,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,29a. Number of Previous Live Births: Now Living Number,VRCPL,Observation-number-births-now-living,Observation-number-births-now-living-vr,,,,,
5-096,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,29b. Number of Previous Live Births: Now Dead Number,VRCPL,Observation-number-births-now-dead,Observation-number-births-now-dead-vr,,,,,
5-097,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,29c. Date of Last Live Birth,BFDR,Observation-date-of-last-live-birth,Observation-date-of-last-live-birth,,,,,
5-098,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,30. Number of Other Pregnancy Outcomes,not implemented,not implemented,not implemented,,,,,"See NA tab, row 29"
5-099,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,30a. Other Outcomes,not implemented,not implemented,not implemented,,,,,"See NA tab, row 29"
5-100,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,30b. Date of Last Other Pregnancy Outcome,not implemented,not implemented,not implemented,,,,,"See NA tab, row 29"
5-101,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,31. Cigarette Smoking Before and During Pregnancy,BFDR,Observation-cigarette-smoking-before-during-pregnancy,Observation-cigarette-smoking-before-during-pregnancy,,,,,
5-102,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,32. Date Last Normal Menses Began,VRCPL,Observation-last-menstrual-period,Observation-last-menstrual-period-vr,,,,,
5-103,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,33. Plurality,VRCPL,Observation-plurality-vr,Observation-plurality-vr,,,,,
5-104,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"34. If Not Single Birth-Born First, Second, Third, etc.",BFDR,Patient-decedent-fetus,Patient-decedent-fetus,multipleBirthInteger,,,,
5-105,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,35. Mother Transferred for Maternal Medical or Fetal Indications for Delivery?,not implemented,not implemented,not implemented,,,,,"See NA tab, row 31"
5-108,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.1. Risk factors in this pregnancy: Diabetes - Prepregnancy,VRCPL,Condition-prepregnancy-diabetes,Condition-prepregnancy-diabetes-vr,,,,,
5-109,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.2. Risk factors in this pregnancy: Diabetes - Gestational,VRCPL,Condition-gestational-diabetes,Condition-gestational-diabetes-vr,,,,,
5-111,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.3. Risk factors in this pregnancy: Hypertension - Prepregnancy,VRCPL,Condition-prepregnancy-hypertension,Condition-prepregnancy-hypertension-vr,,,,,
5-112,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.4. Risk factors in this pregnancy: Hypertension - Gestational,VRCPL,Condition-gestational-hypertension,Condition-gestational-hypertension-vr,,,,,
5-113,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.5. Risk factors in this pregnancy: Eclampsia,VRCPL,Condition-eclampsia-hypertension,Condition-eclampsia-hypertension-vr,,,,,
5-114,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.6. Risk factors in this pregnancy: Previous preterm births,not implemented,not implemented,not implemented,,,,,"See NA tab, row 32"
5-115,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.7. Risk factors in this pregnancy: Other previous poor pregnancy outcome,not implemented,not implemented,not implemented,,,,,"See NA tab, row 33"
5-116,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.8. Risk factors in this pregnancy: Pregnancy resulted from infertility treatment,VRCPL,Procedure-infertility-treatment,Procedure-infertility-treatment-vr,,,,,
5-117,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"36.9. Risk factors in this pregnancy: Fertility-enhancing drugs, artificial insemination or intrauterine insemination",VRCPL,Procedure-artificial-insemination,Procedure-artificial-insemination-vr,,,,,
5-118,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.10. Risk factors in this pregnancy: Assisted reproductive technology,VRCPL,Procedure-assisted-fertilization,Procedure-assisted-fertilization-vr,,,,,
5-119,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.11. Risk factors in this pregnancy: Previous cesarean delivery,VRCPL,Observation-previous-cesarean,Observation-previous-cesarean-vr,,,,,
5-120,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.12. Risk factors in this pregnancy: None of the above,VRCPL,Observation-none-of-specified-pregnancy-risk-factors,Observation-none-of-specified-pregnancy-risk-factors-vr,,,,,
5-121,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,37. Infections Present and/or Treated During This Pregnancy,not implemented,not implemented,not implemented,,,,,"See NA tab, rows 34, 35, 36, 37, 38, 39, 40, 41, 42
It look like all of the FD infections have been dropped. "
5-133,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.A. Method of Delivery: Was delivery with forceps attempted but unsuccessful?,not implemented,not implemented,not implemented,,,,,"See NA tab, row 62"
5-136,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.B. Method of Delivery: Was delivery with vacuum extraction attempted but unsuccessful?,not implemented,not implemented,not implemented,,,,,"See NA tab, row 63"
5-139,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.C. Method of Delivery: Fetal presentation at delivery,BFDR,Observation-fetal-presentation,Observation-fetal-presentation,,,,,
5-143,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.D. Method of Delivery: Final route and method of delivery,BFDR,Procedure-final-route-method-delivery,Procedure-final-route-method-delivery,,,,,
5-148,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"38.D.1. Method of Delivery: If cesarean, was a trial of labor attempted?",BFDR,Observation-labor-trial-attempted,Observation-labor-trial-attempted,,,,,
5-151,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.E. Method of Delivery: Hysterotomy/Hysterectomy,not implemented,not implemented,not implemented,,,,,"See NA tab, row 43"
5-155,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.1. Maternal Morbidity: Maternal transfusion,not implemented,not implemented,not implemented,,,,,"See NA tab, row 44"
5-156,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.2. Maternal Morbidity: Third or fourth degree perineal laceration,not implemented,not implemented,not implemented,,,,,"See NA tab, row 45"
5-157,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.3. Maternal Morbidity: Ruptured uterus,BFDR,Condition-ruptured-uterus,Condition-ruptured-uterus,,,,,
5-158,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.4. Maternal Morbidity: Unplanned hysterectomy,not implemented,not implemented,not implemented,,,,,"See NA tab, row 46"
5-159,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.5. Maternal Morbidity: Admission to intensive care unit,BFDR,Observation-icu-admission,Observation-icu-admission,,,,,
5-160,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.6. Maternal Morbidity: Unplanned operating room procedure following delivery,not implemented,not implemented,not implemented,,,,,"See NA tab, row 47
Also removed for LB."
5-161,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.7. Maternal Morbidity: None of the above,BFDR,Observation-none-of-specified-maternal-morbidities,Observation-none-of-specified-maternal-morbidities,,,,,
5-162,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,40. Congenital Anomalies of the Fetus,not implemented,not implemented,not implemented,,,,,"See NA tab, rows 48-59"
6-001,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,Patient’s medical record #,VRCPL,Patient-mother-vr,Patient-mother-vr,identifier:MRN,,,,"""Patient"" is mother, correct?"
6-002,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,Patient’s name,VRCPL,Patient-mother-vr,Patient-mother-vr,name,,,,"""Patient"" is mother, correct?"
6-003,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,1. Facility name,US CORE,Encounter-maternity,us-core-location,name,Encounter-maternity.location.location,,,
6-003,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,1. Facility address,US CORE,Encounter-maternity,us-core-location,address,Encounter-maternity.location.location,,,
6-004,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,2. Facility I.D. (National Provider Identifier),US CORE,Encounter-maternity,us-core-location,identifier,Encounter-maternity.location.location,,,
6-005,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"3. City, Town or Location of delivery",FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension,,,
6-006,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,4. County of delivery,FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension,,,
6-007,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,5. Place of delivery,BFDR,Encounter-maternity,Encounter-maternity,location.physicalType,,,,
6-008,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,5.a. Planned to deliver at home,BFDR,Observation-planned-to-deliver-at-home,Observation-planned-to-deliver-at-home,,,,,
6-009,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,6. Date of first prenatal care visit,BFDR,Observation-date-of-first-prenatal-care-visit,Observation-date-of-first-prenatal-care-visit,,,,,
6-010,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,7. Date last normal menses began:,VRCPL,Observation-last-menstrual-period,Observation-last-menstrual-period-vr,,,,,
6-011,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,8. Number of previous live births now living,VRCPL,Observation-number-births-now-living,Observation-number-births-now-living-vr,,,,,
6-012,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,9. Number of previous live births now dead,VRCPL,Observation-number-births-now-dead,Observation-number-births-now-dead-vr,,,,,
6-013,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,10. Date of last live birth,BFDR,Observation-date-of-last-live-birth,Observation-date-of-last-live-birth,,,,,
6-016,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.1. Risk factors in this pregnancy: Diabetes - Prepregnancy,VRCPL,Condition-prepregnancy-diabetes,Condition-prepregnancy-diabetes-vr,,,,,
6-017,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.2. Risk factors in this pregnancy: Diabetes - Gestational,VRCPL,Condition-gestational-diabetes,Condition-gestational-diabetes-vr,,,,,
6-019,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.3. Risk factors in this pregnancy: Hypertension - Prepregnancy,VRCPL,Condition-prepregnancy-hypertension,Condition-prepregnancy-hypertension-vr,,,,,
6-020,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.4. Risk factors in this pregnancy: Hypertension - Gestational,VRCPL,Condition-gestational-hypertension,Condition-gestational-hypertension-vr,,,,,
6-021,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.5. Risk factors in this pregnancy: Eclampsia,VRCPL,Condition-eclampsia-hypertension,Condition-eclampsia-hypertension-vr,,,,,
6-022,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.6. Risk factors in this pregnancy: Pregnancy resulted from infertility treatment,VRCPL,Procedure-infertility-treatment,Procedure-infertility-treatment-vr,,,,,
6-023,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"11.7. Risk factors in this pregnancy: Fertility-enhancing drugs, artificial insemination or intrauterine insemination",VRCPL,Procedure-artificial-insemination,Procedure-artificial-insemination-vr,,,,,
6-024,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.8. Risk factors in this pregnancy: Assisted reproductive technology,VRCPL,Procedure-assisted-fertilization,Procedure-assisted-fertilization-vr,,,,,
6-025,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.9. Risk factors in this pregnancy: previous cesarean delivery,VRCPL,Observation-previous-cesarean,Observation-previous-cesarean-vr,,,,,
6-026,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.10. Risk factors in this pregnancy: None of the above,VRCPL,Observation-none-of-specified-pregnancy-risk-factors,Observation-none-of-specified-pregnancy-risk-factors-vr,,,,,
6-027,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,12. Date of delivery,BFDR,Patient-decedent-fetus,Patient-decedent-fetus,birthDate,,,,
6-028,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,13. Time of delivery,FHIR,Patient-decedent-fetus,patient-birthTime,,Patient-decedent-fetus.extension,,,
6-029,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,14. Name of person completing report,VRCPL,Practitioner-vr,Practitioner-vr,name,Composition-provider-fetal-death-report.author,,,
6-029,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,14. Title of person completing report,VRCPL,Practitioner-vr,Practitioner-vr,qualification,Composition-provider-fetal-death-report.author,,,
6-030,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,15. Date report completed,BFDR,Composition-provider-fetal-death-report,Composition-provider-fetal-death-report,date,,,,What to do for this form item?
6-031,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,16. Attendant’s name,VRCPL,Practitioner-vr,Practitioner-vr,name,Encounter-maternity.participant,,,
6-031,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,16. Attendant’s title,VRCPL,Practitioner-vr,Practitioner-vr,qualification,Encounter-maternity.participant,,,
6-031,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,16. Attendant’s N.P.I.,VRCPL,Practitioner-vr,Practitioner-vr,identifier,Encounter-maternity.participant,,,
6-033,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,17.A. Method of Delivery: Fetal presentation at delivery,BFDR,Observation-fetal-presentation,Observation-fetal-presentation,,,,,
6-034,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,17.B. Method of Delivery: Final route and method of delivery,BFDR,Procedure-final-route-method-delivery,Procedure-final-route-method-delivery,,,,,
6-036,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,18.1. Maternal Morbidity: Ruptured uterus,BFDR,Condition-ruptured-uterus,Condition-ruptured-uterus,,,,,
6-037,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,18.2. Maternal Morbidity: Admission to intensive care unit,BFDR,Observation-icu-admission,Observation-icu-admission,,,,,
6-038,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,18.3. Maternal Morbidity: None of the above,BFDR,Observation-none-of-specified-maternal-morbidities,Observation-none-of-specified-maternal-morbidities,,,,,
6-039,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,19. Weight of fetus,VRCPL,Observation-birth-weight,Observation-birth-weight-vr,,,,,
6-040,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,20. Obstetric estimate of gestation at delivery,VRCPL,Observation-gestational-age-at-delivery,Observation-gestational-age-at-delivery-vr,,,,,
6-041,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,21. Sex,US CORE,Patient-decedent-fetus,us-core-birthsex,,Patient-decedent-fetus.extension,,,
6-042,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,22. Plurality,FHIR,Patient-decedent-fetus,patient-multipleBirthTotal,,Patient-decedent-fetus.multipleBirth[x].extension,,,
6-043,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"23. If not single delivery, order delivered in the pregnancy",BFDR,Patient-decedent-fetus,Patient-decedent-fetus,multipleBirthInteger,,,,
6-044,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"24. If not single delivery, specify number of fetal losses in this delivery",VRCPL,Observation-number-fetal-deaths-this-delivery,Observation-number-fetal-deaths-this-delivery-vr,,,,,
6-045,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,25. Method of Disposition,BFDR,Observation-method-of-disposition,Observation-method-of-disposition,,,,,
6-046,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,26. Initiating Cause/Condition,BFDR,Condition-fetal-death-cause-or-condition,Condition-fetal-death-cause-or-condition,,,,,
6-061,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,27. Other Significant Causes or Conditions,BFDR,Condition-fetal-death-other-cause-or-condition,Condition-fetal-death-other-cause-or-condition,,,,,
6-076,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,28. Was an autopsy performed?,VRCPL,Observation-autopsy-performed-indicator-vr,Observation-autopsy-performed-indicator-vr,,,,,
6-077,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,29. Was a histological placental examination performed?,BFDR,Observation-histological-placental-exam-performed,Observation-histological-placental-exam-performed,,,,,
6-078,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,30. Were autopsy or histological placental examination results used in determining the cause of fetal death?,BFDR,Observation-autopsy-histological-exam-results-used,Observation-autopsy-histological-exam-results-used,,,,,
6-079,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,31. Estimated time of fetal death,BFDR,Observation-estimated-fetal-death-time-point,Observation-estimated-fetal-death-time-point,,,,,
7-001,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,Patient’s Medical Record #,VRCPL,Patient-mother-vr,Patient-mother-vr,identifier:MRN,,Questionnaire-patients-fetal-death,source,
7-002,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,Patient’s Name,VRCPL,Patient-mother-vr,Patient-mother-vr,name,,Questionnaire-patients-fetal-death,source,
7-003,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,1. Would you like to name the child?,BFDR,Patient-decedent-fetus,Patient-decedent-fetus,name,,Questionnaire-patients-fetal-death,item.linkId=child-name,
7-004,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,2. What is your current legal name?,VRCPL,Patient-mother-vr,Patient-mother-vr,name,,Questionnaire-patients-fetal-death,item.linkId=mother-current-legal-name,
7-005,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,3. Where do you usually live (household/residence location)?,VRCPL,Patient-mother-vr,Patient-mother-vr,address,,Questionnaire-patients-fetal-death,item.linkId=mother-address,
7-006,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,4. Is this household inside city limits?,VRCPL,Patient-mother-vr,Patient-mother-vr,address.extension:withinCityLimitsIndicator,,Questionnaire-patients-fetal-death,item.linkId=inside-city-limits,
7-007,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,5. What is your mailing address?,VRCPL,Patient-mother-vr,Patient-mother-vr,address,,Questionnaire-patients-fetal-death,item.linkId=mother-mail,
7-008,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,6. What is your date of birth?,VRCPL,Patient-mother-vr,Patient-mother-vr,birthDate,,Questionnaire-patients-fetal-death,item.linkId=mother-dob,
7-009,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,"7. In what State, U.S. territory, or foreign country were you born?",FHIR,Patient-mother-vr,patient-birthPlace,,Patient-mother-vr.extension,Questionnaire-patients-fetal-death,item.linkId=mother-birthplace,
7-010,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,8. What is the highest level of schooling that you have completed at the time of delivery?,VRCPL,Observation-education-level-vr,Observation-education-level-vr,,,Questionnaire-patients-fetal-death,item.linkId=mother-education,
