sep=|
Flow|Field #|Beginning Location|Length|Contents|Name|Code Structure Description|IJE Only|VRDR Profile|Field|Encoding|Comments
Birth Infant Death|9|197|2|Date of Death--Day|DOD_DY|"01-31 (based on month)| 99"|DeathDate|value|dateTime|See [PartialDatesAndTimes]|
Birth Infant Death|10|199|4|Date of Death--Year|DOD_YR|"4 digit year; <=current year| 9999"|DeathDate|value|dateTime|Required for processing|
Birth Infant Death|11|203|2|Date of Birth--Month|DOB_MO|"01-12| 99"|Decedent|birthDate|dateTime|See [PartialDatesAndTimes]|
Birth Infant Death|12|205|2|Date of Birth--Day|DOB_DY|"01-31 (based on month)| 99"|Decedent|birthDate|dateTime|See [PartialDatesAndTimes]|
Birth Infant Death|13|207|4|Date of Birth--Year|DOB_YR|"4 digit year; <=year of death| 9999"|Decedent|birthDate|dateTime|See [PartialDatesAndTimes]|
Birth Infant Death|14|211|1|Sex|SEX|M=male; F=female; U=unknown|Decedent|extension[NVSS-SexAtDeath] |codeable|[AdministrativeGenderVS]|
Birth Infant Death|15|212|6|State File Number|FILENO|Left 0 filled; 000001-999999|MortalityRosterBundle|identifier.extension[ certificateNumber].value|string(6)|-|
Birth Infant Death|16|218|50|Father's First Name|DADFNAME|"Free form literal| left justified; if unknown| leave blank"|DecedentFather|"name.given | name.use = official"|string|-|
Birth Infant Death|17|268|50|Father's Middle Name|DADMIDNAME|"Free form literal| left justified; if unknown| leave blank"|DecedentFather|"name.given | name.use = official"|string|-|
Birth Infant Death|18|318|50|Father's Surname|DADLNAME|"Free form literal| left justified; if unknown| leave blank"|DecedentFather|name.family|string|-|
Birth Infant Death|19|368|50|Mother's Given Name|MOMGNAME|"Free form literal| left justified; if unknown| leave blank"|DecedentMother|"name.given | name.use = official"|string|-|
Birth Infant Death|20|418|50|Mother's Middle Name|MOMMIDNAME|"Free form literal| left justified; if unknown| leave blank"|DecedentMother|"name.given | name.use = official"|string|-|
Birth Infant Death|21|468|50|Mother's Maiden Surname|MOMMAIDNAME|"Free form literal| left justified; if unknown| leave blank"|DecedentMother|"name.family | name.type=maiden"|string |-|
Birth Infant Death|22|518|10|Decedent's Suffix|SUFF||Decedent|"name.suffix | name.use = official"|string|-|
Birth Infant Death|23|528|10|Father's Suffix|DADSUFF||DecedentFather|"name.suffix | name.use = official"|string|-|
Birth Infant Death|24|538|10|Mother's Suffix|MOMSUFF||DecedentMother|"name.suffix | name.use = official"|string|-|
Birth Infant Death|25|548|2|Filler|BLANK1|BLANK|||||
Birth Infant Death|26|550|50|Decedent's Maiden Name|DMAIDEN|"Free form literal| left justified; if unknown| leave blank"|Decedent|"name.text | name.use=maiden"|string||
Birth Infant Death|27|600|28|"State| U.S. Territory or Canadian Province of Decedent's Residence - literal"|STATETEXT_R |"valid state| U.S. territory or Canadian province literal| otherwise blank"|Decedent|address.state (expanded from 2 letter code)|string|See [StateLiterals]|
Birth Infant Death|28|628|2|"State| U.S. Territory or Canadian Province of Decedent's Residence - code"|STATEC|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA
For US Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|Decedent|address.state|string|[StatesTerritoriesProvincesVS]|
Birth Infant Death|29|630|2|Birthplace Country - Code|BPLACE_CT|NCHS Instruction Manual: Part 8|Decedent|extension[patient-birthPlace].value[x].country |string|[BirthplaceCountryVS].|
Birth Infant Death|30|632|2|Death Country - Code|DCOUNTRYC|NCHS Instruction Manual: Part 8|DeathLocation|address.country |string |[ResidenceCountryVS].  Note: For US Death certificates should be US.   |
Birth Infant Death|31|634|2|Decedent's Residence Country - Code|COUNTRYC|NCHS Instruction Manual: Part 8|Decedent|address.country|string|[ResidenceCountryVS]|
Birth Infant Death|32|636|9|"Decedent's SSN (may be used by some jurisdictions when allowed by law| to match with the SSN contained with the birth record)"|SSN|9 digit SSN; blank if unknown or not sharable|Decedent|"identifier.value where system = 'http://hl7.org/fhir/sid/us-ssn and type.coding.code=""SB"""|string|-|
Birth Infant Death|33|645|1|Alias Record Flag|ALIAS|"0 = Original Record
1 = Alias Record"|MortalityRosterBundle|meta.extension[aliasStatus].value|boolean||
Birth Infant Death|34|646|1|Replacement Record Flag|REPLACE|0=original record; 1=updated record|MortalityRosterBundle|meta.extension[replaceStatus].value|codeable|[ReplaceStatusVS]|
Birth Infant Death|35|647|29|Blank for Future Expansion|BLANK2|Blank|<not implemented>||||
Fetal Death|1|1|4|Date of Delivery (Fetus)--Year|FDOD_YR|4 digit year|||||
Fetal Death|2|5|2|"State| U.S. Territory or Canadian Province of Place of Delivery - code"|DSTATE|"NCHS Instruction Manual: Part 8
For US Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Fetal Death|3|7|6|Certificate Number|FILENO|Left 0 filled; 000001-999999|||||
Fetal Death|4|13|1|Void flag|VOID|"0 = default; valid record
1 = VOID record"|||||
Fetal Death|5|14|12|Auxiliary State file number|AUXNO|000000000001-999999999999; blank|||||
Fetal Death|6|26|4|Time of Delivery|TD|"Military Time 0000-2359| 9999"|||||
Fetal Death|7|30|1|Sex|FSEX|"M = Male
F = Female
U = Unknown"|||||
Fetal Death|8|31|2|Date of Delivery (Fetus)--Month|FDOD_MO|01-12|||||
Fetal Death|9|33|2|Date of Delivery (Fetus)--Day|FDOD_DY|01-31 (based on month)|||||
Fetal Death|10|35|3|County of Delivery|CNTYO|NCHS Instruction Manual: Part 8|||||
Fetal Death|11|38|1|Place Where Delivery Occurred|DPLACE|"1 = Hospital
2 = Freestanding Birth Center
3 = Home (Intended)
4 = Home (Not Intended)
5 = Home (Unknown if Intended)
6 = Clinic/Doctor's Office
7 = Other
9 = Unknown"|||||
Fetal Death|12|39|12|Facility ID (NPI) - If available|FNPI||||||
Fetal Death|13|51|4|Facility ID (State-Assigned)|SFN||||||
Fetal Death|14|55|4|Date of Birth (Mother)--Year|MDOB_YR|"4 digit year; < year of delivery| 9999"|||||
Fetal Death|15|59|2|Date of Birth (Mother)--Month|MDOB_MO|"01-12| 99"|||||
Fetal Death|16|61|2|Date of Birth (Mother)--Day|MDOB_DY|"01-31 (based on month)| 99"|||||
Fetal Death|17|63|1|Date of Birth (Mother)--Edit Flag|MAGE_BYPASS|"0 = Edit Passed
1 = Data Queried "|||||
Fetal Death|18|64|2|"State| U.S. Territory or Canadian Province of Birth (Mother) - code"|BPLACEC_ST_TER|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA                                                                   For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Fetal Death|19|66|2|Mother's Birthplace--Country|BPLACEC_CNT|NCHS Instruction Manual: Part 8|||||
Fetal Death|20|68|5|Residence of Mother--City/Town|CITYC|NCHS Instruction Manual: Part 8|||||
Fetal Death|21|73|3|Residence of Mother--County|COUNTYC|NCHS Instruction Manual: Part 8|||||
Fetal Death|22|76|2|"State| U.S. Territory or Canadian Province of Residence (Mother) - code"|STATEC|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA                                                                   For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Fetal Death|23|78|2|Residence of Mother--Country|COUNTRYC|NCHS Instruction Manual: Part 8|||||
Fetal Death|24|80|1|Residence of Mother--Inside City/Town Limits|LIMITS|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|25|81|4|Date of Birth (Father)--Year|FDOB_YR|"4 digit year; < year of delivery| 9999"|||||
Fetal Death|26|85|2|Date of Birth (Father)--Month|FDOB_MO|"01-12| 99"|||||
Fetal Death|27|87|2|Date of Birth (Father)--Day|FDOB_DY|"01-31 (based on month)| 99"|||||
Fetal Death|28|89|1|Date of Birth (Father)--Edit Flag|FAGE_BYPASS|"0 = Edit Passed
1 = Data Queried "|||||
Fetal Death|29|90|1|Mother Married?--Ever(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|MARE|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|30|91|1|"Mother Married?-- At Conception| at Delivery or any Time in Between(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)"|MARN|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|31|92|1|FILLER||BLANK|||||
Fetal Death|32|93|1|Mother's Education|MEDUC|"1 = 8th grade or less
2 = 9th through 12th grade; no diploma
3 = High School Graduate or GED Completed
4 = Some college credit| but no degree
5 = Associate Degree
6 = Bachelor's Degree
7 = Master's Degree
8 = Doctorate Degree or Professional Degree
9 = Unknown"|||||
Fetal Death|33|94|1|Mother's Education--Edit Flag|MEDUC_BYPASS|"0 = Edit Passed
1 = Edit Failed| Data Queried and Verified
2 = Edit Failed| Data Queried| but not Verified"|||||
Fetal Death|34|95|1|Mother of Hispanic Origin?--Mexican|METHNIC1|"N = No| Not Mexican
H = Yes| Mexican
U = Unknown"|||||
Fetal Death|35|96|1|Mother of Hispanic Origin?--Puerto Rican|METHNIC2|"N = No| Not Puerto Rican
H = Yes| Puerto Rican
U = Unknown"|||||
Fetal Death|36|97|1|Mother of Hispanic Origin?--Cuban|METHNIC3|"N = No| Not Cuban
H = Yes| Cuban
U = Unknown"|||||
Fetal Death|37|98|1|Mother of Hispanic Origin?--Other|METHNIC4|"N = No| Not other Hispanic
H = Yes| other Hispanic
U = Unknown"|||||
Fetal Death|38|99|20|Mother of Hispanic Origin?--Other Literal|METHNIC5|"Literal text| or Blank"|||||
Fetal Death|39|119|1|Mother's Race--White|MRACE1|"Y = Yes| box for race checked
N = No| box for race not checked"|||||
Fetal Death|40|120|1|Mother's Race--Black or African American|MRACE2|"Y| N"|||||
Fetal Death|41|121|1|Mother's Race--American Indian or Alaska Native|MRACE3|"Y| N"|||||
Fetal Death|42|122|1|Mother's Race--Asian Indian|MRACE4|"Y| N"|||||
Fetal Death|43|123|1|Mother's Race--Chinese|MRACE5|"Y| N"|||||
Fetal Death|44|124|1|Mother's Race--Filipino|MRACE6|"Y| N"|||||
Fetal Death|45|125|1|Mother's Race--Japanese|MRACE7|"Y| N"|||||
Fetal Death|46|126|1|Mother's Race--Korean|MRACE8|"Y| N"|||||
Fetal Death|47|127|1|Mother's Race--Vietnamese|MRACE9|"Y| N"|||||
Fetal Death|48|128|1|Mother's Race--Other Asian|MRACE10|"Y| N"|||||
Fetal Death|49|129|1|Mother's Race--Native Hawaiian|MRACE11|"Y| N"|||||
Fetal Death|50|130|1|Mother's Race--Guamanian or Chamorro|MRACE12|"Y| N"|||||
Fetal Death|51|131|1|Mother's Race--Samoan|MRACE13|"Y| N"|||||
Fetal Death|52|132|1|Mother's Race--Other Pacific Islander|MRACE14|"Y| N"|||||
Fetal Death|53|133|1|Mother's Race--Other|MRACE15|"Y| N"|||||
Fetal Death|54|134|30|Mother's Race--First American Indian or Alaska Native Literal|MRACE16|"Literal text| or Blank"|||||
Fetal Death|55|164|30|Mother's Race--Second American Indian or Alaska Native Literal|MRACE17|"Literal text| or Blank"|||||
Fetal Death|56|194|30|Mother's Race--First Other Asian Literal|MRACE18|"Literal text| or Blank"|||||
Fetal Death|57|224|30|Mother's Race--Second Other Asian Literal|MRACE19|"Literal text| or Blank"|||||
Fetal Death|58|254|30|Mother's Race--First Other Pacific Islander Literal|MRACE20|"Literal text| or Blank"|||||
Fetal Death|59|284|30|Mother's Race--Second Other Pacific Islander Literal|MRACE21|"Literal text| or Blank"|||||
Fetal Death|60|314|30|Mother's Race--First Other Literal|MRACE22|"Literal text| or Blank"|||||
Fetal Death|61|344|30|Mother's Race--Second Other Literal|MRACE23|"Literal text| or Blank"|||||
Fetal Death|62|374|3|Mother's Race Tabulation Variable 1E|MRACE1E|Appendix E|||||
Fetal Death|63|377|3|Mother's Race Tabulation Variable 2E|MRACE2E|Appendix E|||||
Fetal Death|64|380|3|Mother's Race Tabulation Variable 3E|MRACE3E|Appendix E|||||
Fetal Death|65|383|3|Mother's Race Tabulation Variable 4E|MRACE4E|Appendix E|||||
Fetal Death|66|386|3|Mother's Race Tabulation Variable 5E|MRACE5E|Appendix E|||||
Fetal Death|67|389|3|Mother's Race Tabulation Variable 6E|MRACE6E|Appendix E|||||
Fetal Death|68|392|3|Mother's Race Tabulation Variable 7E|MRACE7E|Appendix E|||||
Fetal Death|69|395|3|Mother's Race Tabulation Variable 8E|MRACE8E|Appendix E|||||
Fetal Death|70|398|3|Mother's Race Tabulation Variable 16C|MRACE16C|Appendix E|||||
Fetal Death|71|401|3|Mother's Race Tabulation Variable 17C|MRACE17C|Appendix E|||||
Fetal Death|72|404|3|Mother's Race Tabulation Variable 18C|MRACE18C|Appendix E|||||
Fetal Death|73|407|3|Mother's Race Tabulation Variable 19C|MRACE19C|Appendix E|||||
Fetal Death|74|410|3|Mother's Race Tabulation Variable 20C|MRACE20C|Appendix E|||||
Fetal Death|75|413|3|Mother's Race Tabulation Variable 21C|MRACE21C|Appendix E|||||
Fetal Death|76|416|3|Mother's Race Tabulation Variable 22C|MRACE22C|Appendix E|||||
Fetal Death|77|419|3|Mother's Race Tabulation Variable 23C|MRACE23C|Appendix E|||||
Fetal Death|NCHS Standard Record Layout (422 thru 2740 contains the remainder of the NCHS Fetal Mortality Layout)||||||||||
Fetal Death|78|422|1|Attendant|ATTEND|"1 = MD
2 = DO
3 = CNM/CM
4 = Other midwife
5 = Other (specify)
9 = Unknown"|||||
Fetal Death|79|423|1|Mother Transferred?(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|TRAN|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|80|424|2|Date of First Prenatal Care Visit--Month|DOFP_MO|"01-12| 88| 99"|||||
Fetal Death|81|426|2|Date of First Prenatal Care Visit--Day|DOFP_DY|"01-31 (based on month)| 88| 99"|||||
Fetal Death|82|428|4|Date of First Prenatal Care Visit--Year|DOFP_YR|"4 digit year; year of delivery or
(year of delivery - 1)| 8888| 9999"|||||
Fetal Death|83|432|2|Date of Last Prenatal Care Visit--Month(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOLP_MO|"01-12| 88| 99"|||||
Fetal Death|84|434|2|Date of Last Prenatal Care Visit--Day(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOLP_DY|"01-31 (based on month)| 88| 99"|||||
Fetal Death|85|436|4|Date of Last Prenatal Care Visit--Year(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOLP_YR|"4 digit year; year of delivery or
(year of delivery - 1)| 8888| 9999"|||||
Fetal Death|86|440|2|Total Number of Prenatal Care Visits(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|NPREV|"00-98| 99"|||||
Fetal Death|87|442|1|Total Number of Prenatal Care Visits--Edit Flag(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|NPREV_BYPASS|"0 = Edit Passed
1 = Edit Failed| Number Verified
2 = Edit Failed| Number not Verified"|||||
Fetal Death|88|443|1|Mother's Height--Feet|HFT|"1-8| 9"|||||
Fetal Death|89|444|2|Mother's Height--Inches|HIN|"00-11| 99"|||||
Fetal Death|90|446|1|Mother's Height--Edit Flag|HGT_BYPASS|"0 = Edit Passed
1 = Edit Failed| Number Verified
2 = Edit Failed| Number not  Verified"|||||
Fetal Death|91|447|3|Mother's Prepregnancy Weight|PWGT|"050-400| 999"|||||
Fetal Death|92|450|1|Mother's Prepregnancy Weight--Edit Flag|PWGT_BYPASS|"0 = Edit Passed
1 = Edit Failed| Verified
2 = Edit Failed| not Verified"|||||
Fetal Death|93|451|3|Mother's Weight at Delivery(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DWGT|"050-450| 999"|||||
Fetal Death|94|454|1|Mother's Weight at Delivery--Edit Flag(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DWGT_BYPASS|"0 = Edit Passed
1 = Edit Failed| Verified
2 = Edit Failed| not Verified"|||||
Fetal Death|95|455|1|Did Mother get WIC Food for Herself?|WIC|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|96|456|2|Previous Live Births Now Living|PLBL|"00-30| 99"|||||
Fetal Death|97|458|2|Previous Live Births Now Dead|PLBD|"00-30| 99"|||||
Fetal Death|98|460|2|Previous Other Pregnancy Outcomes(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|POPO|"00-30| 99"|||||
Fetal Death|99|462|2|Date of Last Live Birth--Month|MLLB|"01-12| 88| 99"|||||
Fetal Death|100|464|4|Date of Last Live Birth--Year|YLLB|"4 digit year;
(year of mother's birth + 10) through
year of delivery| 8888| 9999"|||||
Fetal Death|101|468|2|Date of Last Other Pregnancy Outcome--Month(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|MOPO|"01-12| 88| 99"|||||
Fetal Death|102|470|4|Date of Last Other Pregnancy Outcome--Year(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|YOPO|"4 digit year;
(year of mother's birth + 10) through
year of delivery| 8888| 9999"|||||
Fetal Death|103|474|2|Number of Cigarettes Smoked in 3 months prior to Pregnancy|CIGPN|"00-98| 99"|||||
Fetal Death|104|476|2|Number of Cigarettes Smoked in 1st 3 months|CIGFN|"00-98| 99"|||||
Fetal Death|105|478|2|Number of Cigarettes Smoked in 2nd 3 months|CIGSN|"00-98| 99"|||||
Fetal Death|106|480|2|Number of Cigarettes Smoked in third trimester|CIGLN|"00-98| 99"|||||
Fetal Death|107|482|4|Date Last Normal Menses Began--Year|DLMP_YR|"4 digit year; year of delivery or
(year of delivery - 1) or
(year of delivery - 2)| 9999"|||||
Fetal Death|108|486|2|Date Last Normal Menses Began--Month|DLMP_MO|"01-12| 99"|||||
Fetal Death|109|488|2|Date Last Normal Menses Began--Day|DLMP_DY|"01-31 (based on month)| 99"|||||
Fetal Death|110|490|1|Risk Factors--Prepregnancy Diabetes  (NOTE: SEE INSERTED NOTES FOR RISK FACTOR LOCATIONS 490-501 AND 573-575 TO REFLECT 2004 CHANGES)|PDIAB|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|NCHS Recommended Changes Effective 2004 Data Year||||||||||
Fetal Death|111|491|1|Risk Factors--Gestational Diabetes|GDIAB|"Y| N| U"|||||
Fetal Death|112|492|1|Risk Factors--Hypertension Prepregnancy|PHYPE|"Y| N| U"|||||
Fetal Death|113|493|1|Risk Factors--Hypertension Gestational  (SEE ADDITIONAL HYPERTENSION CATEGORY IN LOCATION 573)|GHYPE|"Y| N| U"|||||
Fetal Death|114|494|1|Risk Factors--Previous Preterm Births(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PPB|"Y| N| U"|||||
Fetal Death|115|495|1|Risk Factors--Poor Pregnancy Outcomes(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PPO|"Y| N| U"|||||
Fetal Death|116|496|1|Risk Factors--Vaginal Bleeding  (NCHS DELETED THIS ITEM EFFECTIVE 2011)|VB|"Y| N| U  (BLANK IF DELETED)"|||||
Fetal Death|117|497|1|Risk Factors--Infertility Treatment  (SEE ADDITIONAL SUBCATEGORIES IN LOCATIONS 574-575)|INFT|"Y| N| U"|||||
Fetal Death|118|498|1|Risk Factors--Previous Cesarean|PCES|"Y| N| U"|||||
Fetal Death|119|499|2|Risk Factors--Number Previous Cesareans|NPCES|"00-30| 99"|||||
Fetal Death|120|501|1|Risk Factors--Number Previous Cesareans--Edit Flag|NPCES_BYPASS|"0 = Edit Passed
1 = Edit Failed| Verified"|||||
Fetal Death|121|502|1|Infections Present--Gonorrhea(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|GON|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|122|503|1|Infections Present--Syphilis(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|SYPH|"Y| N| U"|||||
Fetal Death|123|504|1|Infections Present--Herpes Simplex (HSV) (NCHS DELETED THIS ITEM EFFECTIVE 2011)|HSV|"Y| N| U  (BLANK IF DELETED)"|||||
Fetal Death|124|505|1|Infections Present--Chlamydia(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CHAM|"Y| N| U"|||||
Fetal Death|125|506|1|Infections Present--Listeria(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|LM|"Y| N| U"|||||
Fetal Death|126|507|1|Infections Present--Group B streptococcus(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|GBS|"Y| N| U"|||||
Fetal Death|127|508|1|Infections Present--Cytomeglovirus(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CMV|"Y| N| U"|||||
Fetal Death|128|509|1|Infections Present--Parvo virus(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|B19|"Y| N| U"|||||
Fetal Death|129|510|1|Infections Present--Toxoplasmosis(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|TOXO|"Y| N| U"|||||
Fetal Death|130|511|1|Infections Present--Other(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|OTHERI|"Y| N| U"|||||
Fetal Death|131|512|1|Method of Delivery--Attempted Forceps (NCHS DELETED THIS ITEM EFFECTIVE 2011)|ATTF|"Y| N| U  (BLANK IF DELETED)"|||||
Fetal Death|132|513|1|Method of Delivery--Attempted Vacuum (NCHS DELETED THIS ITEM EFFECTIVE 2011)|ATTV|"Y| N| U  (BLANK IF DELETED)"|||||
Fetal Death|133|514|1|Method of Delivery--Fetal Presentation|PRES|"1 = Cephalic
2 = Breech
3 = Other
9 = Unknown"|||||
Fetal Death|134|515|1|Method of Delivery--Route and Method of Delivery|ROUT|"1 = Spontaneous
2 = Forceps
3 = Vacuum
4 = Cesarean
9 = Unknown"|||||
Fetal Death|135|516|1|Method of Delivery--Trial of Labor Attempted|TLAB|"Y = Yes
N = No
U = Unknown
X = Not Applicable"|||||
Fetal Death|136|517|1|Method of Delivery--Hysterotomy/Hysterectomy(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|HYST|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|137|518|1|Maternal Morbidity--Maternal Transfusion(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|MTR|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|138|519|1|Maternal Morbidity--Perineal Laceration(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PLAC|"Y| N| U"|||||
Fetal Death|139|520|1|Maternal Morbidity--Ruptured Uterus|RUT|"Y| N| U"|||||
Fetal Death|140|521|1|Maternal Morbidity--Unplanned Hysterectomy(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|UHYS|"Y| N| U"|||||
Fetal Death|141|522|1|Maternal Morbidity--Admit to Intensive Care|AINT|"Y| N| U"|||||
Fetal Death|142|523|1|Maternal Morbidity--Unplanned Operation(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|UOPR|"Y| N| U"|||||
Fetal Death|143|524|4|Weight of Fetus|FWG|0000-9999|||||
Fetal Death|144|528|1|Weight of Fetus--Edit Flag|FW_BYPASS|"0 = Off
1 = Queried data correct| out of range
2 = Queried| failed  delivery weight/gestation edit"|||||
Fetal Death|145|529|2|Obstetric Estimation of Gestation|OWGEST|"00-98| 99"|||||
Fetal Death|146|531|1|Obstetric Estimation of Gestation--Edit Flag|OWGEST_BYPASS|"0 = Off
1 = Queried data correct| out of range"|||||
Fetal Death|147|532|1|Estimated time of fetal death|ETIME|"N = At assessment| no labor
L = At assessment| labor
A = Labor| no assessment
U = Unknown"|||||
Fetal Death|148|533|1|Was an Autopsy Performed?|AUTOP|"Y = Yes
N = No
P = Planned"|||||
Fetal Death|149|534|1|Was a Histological Placental Examination Performed?|HISTOP|"Y = Yes
N = No
P = Planned"|||||
Fetal Death|150|535|1|Were Autopsy or Histological Placental Examination Results Used in Determining the Cause of Fetal Death?|AUTOPF|"Y = Yes
N = No
X = Not Applicable"|||||
Fetal Death|151|536|2|Plurality|PLUR|"01-12| 99"|||||
Fetal Death|152|538|2|Set Order|SORD|"01-12| 99"|||||
Fetal Death|153|540|2|Number of Fetal Deaths|FDTH|"01-12| 99"|||||
Fetal Death|154|542|6|Matching Number|MATCH|Left 0 filled; 000001-999999|||||
Fetal Death|155|548|1|Plurality--Edit Flag|PLUR_BYPASS|"0 = Off
1 = Queried| and Correct
2 = Plurality/Set Order Queried| Inconsistent"|||||
Fetal Death|156|549|1|Congenital Anomalies of the Fetus--Anencephaly(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|ANEN|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|157|550|1|Congenital Anomalies of the Fetus--Meningomyelocele/Spina Bifida(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|MNSB|"Y| N| U"|||||
Fetal Death|158|551|1|Congenital Anomalies of the Fetus--Cyanotic congenital heart disease(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CCHD|"Y| N| U"|||||
Fetal Death|159|552|1|Congenital Anomalies of the Fetus--Congenital diaphragmatic hernia(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CDH|"Y| N| U"|||||
Fetal Death|160|553|1|Congenital Anomalies of the Fetus--Omphalocele(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|OMPH|"Y| N| U"|||||
